last,first,area,year,type,student_coauthor,dare_coauthors_names,dare_coauthors,title_short,venue,doi,doi_clean,journal_norm,impact_factor,if_year_used,if_match_rule,oa_id,doi_raw,oa_title,oa_year,oa_date,oa_type,cited_by_count,oa_venue,oa_issn_l,oa_publisher,is_oa,is_retracted,n_authors,n_grad_coauthors,grad_coauthors,any_student_at_pub,student_flag_disagrees,year_disagrees,faculty_type,faculty_rank,is_tt,pct_research,departed_flag,research_fte
Cleary,Rebecca,Ag and Food,2021,JA,N,Jablonski,1,Emergency Food Provision for Children and Families during the Covid-19 Pandemic,Applied Economic Perspectives and Policy,10.1002/aepp.13096,10.1002/aepp.13096,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3089211388,https://doi.org/10.1002/aepp.13096,Emergency Food Provision for Children and Families during the <scp>COVID</scp>‐19 Pandemic: Examples from Five U.S. Cities,2020,2020-09-24,article,60,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,13,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2021,JA,Y,Bonanno,1,School Meals and Quality of Household Food Acquisitions,Applied Economic Perspectives and Policy,10.1002/aepp.13130,10.1002/aepp.13130,applied economic perspectives policy,4.89,2021,Exact journal-year,https://openalex.org/W3120068039,https://doi.org/10.1002/aepp.13130,School meals and quality of household food acquisitions,2021,2021-01-07,article,1,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,5,1,Armen Ghazaryan,FALSE,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2023,JA,U,Berning;Bonanno,1,Food Insecurity and Time Use in Elderly vs Non-Elderly,Applied Economic Perspectives and Policy,10.1002/aepp.13275,10.1002/aepp.13275,applied economic perspectives policy,3.4,2024,Nearest year (2024),https://openalex.org/W4225008403,https://doi.org/10.1002/aepp.13275,Food insecurity and time use in elderly vs. non‐elderly: An exploratory analysis,2022,2022-04-27,article,8,Applied Economic Perspectives and Policy,2040-5790,Wiley,FALSE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2024,JA,U,Berning;Bonanno,1,Disparities in Food Insecurity among Black and White Households,Applied Economic Perspectives and Policy,10.1002/aepp.13332,10.1002/aepp.13332,applied economic perspectives policy,3.4,2024,Exact journal-year,https://openalex.org/W4307650297,https://doi.org/10.1002/aepp.13332,"Disparities in food insecurity among Black and White households: An analysis by age cohort, poverty, education, and home ownership",2022,2022-10-27,article,12,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2022,JA,U,Chenarides,1,Food Retail Profits Competition and the Great Recession,Agribusiness: An International Journal,10.1002/agr.21743,10.1002/agr.21743,agribusiness international journal,3.2,2022,Exact journal-year,https://openalex.org/W4281647998,https://doi.org/10.1002/agr.21743,"Food retail profits, competition, and the Great Recession",2022,2022-05-27,article,6,Agribusiness,0742-4477,Wiley,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2022,JA,N,NA,0,Strategic Supermarket Pricing of Private Labels and Manufacturer Brands,Empirical Economics,10.1007/s00181-021-02123-2,10.1007/s00181-021-02123-2,empirical economics,2.647,2021,Nearest year (2021),https://openalex.org/W3201299049,https://doi.org/10.1007/s00181-021-02123-2,Strategic supermarket pricing of private labels and manufacturer brands,2021,2021-09-16,article,5,Empirical Economics,0377-7332,Springer Science+Business Media,FALSE,FALSE,2,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2023,JA,N,Berning,1,Food Insecurity Among Immigrant Populations in the United States,Food Security,10.1007/s12571-022-01322-8,10.1007/s12571-022-01322-8,food security,6.2,2024,Nearest year (2024),https://openalex.org/W3084019073,https://doi.org/10.1007/s12571-022-01322-8,Food insecurity among immigrant populations in the United States,2022,2022-10-08,article,11,Food Security,1876-4517,Springer Science+Business Media,TRUE,FALSE,3,1,Caroline Norris,FALSE,TRUE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2023,JA,Y,Bonanno;Jablonski,1,The Influence of Food Assistance Program Participation on Home Food Environment,Current Developments in Nutrition,10.1016/j.cdnut.2023.100292,10.1016/j.cdnut.2023.100292,current developments in nutrition,3.2,2024,Nearest year (2024),https://openalex.org/W4385306485,https://doi.org/10.1016/j.cdnut.2023.100292,OR23-07-23 The Influence of Food Assistance Program Participation on the Quality of the Home Food Environment Is Modified by Household Food Security Levels,2023,2023-07-01,article,0,Current Developments in Nutrition,2475-2991,Elsevier BV,TRUE,FALSE,6,1,Erin Love,FALSE,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2022,JA,N,NA,0,Facility Locations in the Fresh Produce Supply Chain,International Journal of Production Economics,10.1016/j.ijpe.2022.108534,10.1016/j.ijpe.2022.108534,international journal production economics,12,2022,Exact journal-year,https://openalex.org/W4281850555,https://doi.org/10.1016/j.ijpe.2022.108534,Facility locations in the fresh produce supply chain: An integration of optimization and empirical methods,2022,2022-06-01,article,27,International Journal of Production Economics,0925-5273,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2021,JA,Y,Bonanno,1,Enhancing Understanding of Food Purchasing Patterns in the Northeast,Renewable Agriculture and Food Systems,10.1017/s1742170519000371,10.1017/s1742170519000371,renewable agriculture food systems,2.915,2021,Exact journal-year,https://openalex.org/W2981340085,https://doi.org/10.1017/s1742170519000371,Enhancing understanding of food purchasing patterns in the Northeast US using multiple datasets,2019,2019-10-25,article,3,Renewable Agriculture and Food Systems,1742-1705,Cambridge University Press,TRUE,FALSE,6,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2024,JA,N,NA,0,Determining the Optimal Food Hub Location in the Fresh Produce Supply Chain,Journal of Modelling in Management,10.1108/jm2-02-2024-0042,10.1108/jm2-02-2024-0042,journal modelling in management,2.2,2024,Exact journal-year,https://openalex.org/W4401516848,https://doi.org/10.1108/jm2-02-2024-0042,Determining the optimal food hub location in the fresh produce supply chain,2024,2024-08-12,article,2,Journal of Modelling in Management,1746-5664,Emerald Publishing Limited,FALSE,FALSE,5,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Cleary,Rebecca,Ag and Food,2024,JA,N,NA,0,Health News Environment and the Distribution of Diet Quality,Journal of Agricultural and Resource Economics,10.22004/ag.econ.342182,10.22004/ag.econ.342182,journal agricultural resource economics,1.4,2024,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Associate Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2025,JA,Y,Bayham;Berning,1,Changes in Alcohol Retail Laws and Foot Traffic at Liquor Stores,Applied Economic Perspectives and Policy,10.1002/aepp.70037,10.1002/aepp.70037,applied economic perspectives policy,3.6,2025,Exact journal-year,https://openalex.org/W4416337945,https://doi.org/10.1002/aepp.70037,Changes in Alcohol Retail Laws and Foot Traffic at Liquor Stores,2025,2025-11-18,article,1,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,1,Nathan Palardy,FALSE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2021,JA,Y,Jablonski,1,Promoting Farmers Markets via Information Nudges and Coupons,Agribusiness: An International Journal,10.1002/agr.21688,10.1002/agr.21688,agribusiness international journal,2.841,2021,Exact journal-year,https://openalex.org/W3121785173,https://doi.org/10.1002/agr.21688,Promoting farmers market via information nudges and coupons: A randomized control trial,2021,2021-01-25,article,10,Agribusiness,0742-4477,Wiley,FALSE,FALSE,3,1,Nicole Didero,FALSE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2025,JA,N,NA,0,The Information Value of Geographical Indications,Food Policy,10.1016/j.foodpol.2024.102769,10.1016/j.foodpol.2024.102769,food policy,6.8,2025,Exact journal-year,https://openalex.org/W4404872324,https://doi.org/10.1016/j.foodpol.2024.102769,The Information Value of Geographical Indications,2024,2024-11-30,article,8,Food Policy,0306-9192,Elsevier BV,FALSE,FALSE,4,NA,NA,NA,FALSE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2021,JA,N,Jablonski,1,Consumer Stigma and the Reputation Trap Hypothesis,Journal of Wine Economics,10.1017/jwe.2021.8,10.1017/jwe.2021.8,journal wine economics,2.178,2021,Exact journal-year,https://openalex.org/W3156003308,https://doi.org/10.1017/jwe.2021.8,Consumer Stigma and the Reputation Trap Hypothesis: An In-Store Experiment with Colorado Wines,2021,2021-04-12,article,2,Journal of Wine Economics,1931-4361,Cambridge University Press,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2022,JA,N,NA,0,Implicit and Explicit Biases for Recycled Water and Tap Water,Water Resources Research,10.1029/2021WR030712,10.1029/2021wr030712,water resources research,5.4,2022,Exact journal-year,https://openalex.org/W4281790344,https://doi.org/10.1029/2021wr030712,Implicit and Explicit Biases for Recycled Water and Tap Water,2022,2022-05-31,article,19,Water Resources Research,0043-1397,Wiley,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2023,JA,Y,Bayham;Berning;Thilmany,1,Beer sales in grocery and convenience stores: a glass half-full for craft brewers,Regional Studies,10.1080/00343404.2023.2166914,10.1080/00343404.2023.2166914,regional studies,4.2,2024,Nearest year (2024),https://openalex.org/W4319067211,https://doi.org/10.1080/00343404.2023.2166914,Beer sales in grocery and convenience stores: a glass half-full for craft brewers?,2023,2023-02-03,article,14,Regional Studies,0034-3404,Routledge,TRUE,FALSE,7,1,Nathan Palardy,FALSE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2026,JA,NA,Chouinard,1,"Food fights in the classroom: a case study exploring the connections between economic reasoning, critical thinking, engagement, and dialogue in polarized contexts",Q Open,10.1093/qopen/qoag010,10.1093/qopen/qoag010,q open,2.3,2025,Nearest year (2025),https://openalex.org/W7151891273,https://doi.org/10.1093/qopen/qoag010,"Food fights in the classroom: a case study exploring the connections between economic reasoning, critical thinking, engagement, and dialogue in polarized contexts",2026,2026-04-04,article,1,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,2,NA,NA,NA,NA,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2021,JA,Y,Jablonski,1,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,10.1111/josh.13013,journal school health,2.46,2021,Exact journal-year,https://openalex.org/W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Costanigro,Marco,Ag and Food,2021,JA,NA,Costanigro;Frasier,1,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,Journal of School Health,10.1111/josh.13013,10.1111/josh.13013,journal school health,2.46,2021,Exact journal-year,https://openalex.org/W3155036107,https://doi.org/10.1111/josh.13013,The Impact of State Farm to School Procurement Incentives on School Purchasing Decisions,2021,2021-04-12,article,10,Journal of School Health,0022-4391,Wiley,FALSE,FALSE,4,1,Abigail Long,FALSE,NA,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,Global Economic Effects of War-Induced Agricultural Export Declines from Ukraine,Applied Economic Perspectives and Policy,10.1002/aepp.13468,10.1002/aepp.13468,applied economic perspectives policy,3.4,2024,Exact journal-year,https://openalex.org/W4402116092,https://doi.org/10.1002/aepp.13468,Global economic effects of war‐induced agricultural export declines from Ukraine,2024,2024-09-01,article,24,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,Y,NA,0,U.S. Employment Exposure to Domestic and Foreign Tariff Changes under NAFTA,Applied Economic Perspectives and Policy,10.1002/aepp.13503,10.1002/aepp.13503,applied economic perspectives policy,3.6,2025,Exact journal-year,https://openalex.org/W4408333772,https://doi.org/10.1002/aepp.13503,US employment exposure to domestic and foreign tariff changes under <scp>NAFTA</scp>,2025,2025-02-27,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2026,JA,Y,NA,0,Quantitative Comparison of Ad-Valorem Equivalents for Non-Tariff Trade Measures: WTO Versus TRAINS,Applied Economic Perspectives and Policy,10.1002/aepp.70039,10.1002/aepp.70039,applied economic perspectives policy,3.6,2025,Nearest year (2025),https://openalex.org/W4416563969,https://doi.org/10.1002/aepp.70039,Quantitative Comparison of Ad‐Valorem Equivalents for Non‐Tariff Trade Measures: <scp>WTO</scp> Versus <scp>TRAINS</scp>,2025,2025-11-23,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2026,JA,Y,NA,0,"Livestock Tango: US and Latin America Dance Together, but Who Will Lead?",Applied Economic Perspectives and Policy,10.1002/aepp.70047,10.1002/aepp.70047,applied economic perspectives policy,3.6,2025,Nearest year (2025),https://openalex.org/W7116446301,https://doi.org/10.1002/aepp.70047,"Livestock Tango: U.S. and Latin America Dance Together, but Who Will Lead?",2025,2025-12-19,article,0,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2023,JA,Y,NA,0,Potential economic impacts of foot-and-mouth disease in Brazil,Journal of the Agricultural and Applied Economics Association,10.1002/jaa2.73,10.1002/jaa2.73,journal agricultural applied economics association,1.8,2025,Nearest year (2025),https://openalex.org/W4385067478,https://doi.org/10.1002/jaa2.73,Potential economic impacts of foot‐and‐mouth disease in Brazil: A case study for Mato Grosso and Paraná,2023,2023-07-20,article,10,Journal of the Agricultural and Applied Economics Association,2769-2485,Wiley,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,U,NA,0,Addressing retail meat waste: a focus group study on discolored beef,Food and Humanity,10.1016/j.foohum.2025.100639,10.1016/j.foohum.2025.100639,food humanity,3.5,2025,Exact journal-year,https://openalex.org/W4410198897,https://doi.org/10.1016/j.foohum.2025.100639,Addressing retail meat waste: A focus group study on discolored beef,2025,2025-05-01,article,5,Food and Humanity,2949-8244,Elsevier BV,TRUE,FALSE,6,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2022,JA,Y,NA,0,Economic and Environmental Impacts of Ballast Water Management on SIDS and LDCs,Journal of Environmental Management,10.1016/j.jenvman.2021.113779,10.1016/j.jenvman.2021.113779,journal environmental management,8.7,2022,Exact journal-year,https://openalex.org/W3196648901,https://doi.org/10.1016/j.jenvman.2021.113779,Economic and environmental impacts of ballast water management on Small Island Developing States and Least Developed Countries,2021,2021-09-29,article,2,Journal of Environmental Management,0301-4797,Elsevier BV,TRUE,FALSE,4,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,Consumer willingness to pay for beef based on color and price discounts,Meat Science,10.1016/j.meatsci.2024.109597,10.1016/j.meatsci.2024.109597,meat science,6.1,2024,Exact journal-year,https://openalex.org/W4400612753,https://doi.org/10.1016/j.meatsci.2024.109597,Consumer willingness to pay (WTP) for beef based on color and price discounts,2024,2024-07-14,article,24,Meat Science,0309-1740,Elsevier BV,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,U,NA,0,Integrating epidemiological and economic models to estimate FMD outbreak cost in Brazil,Preventive Veterinary Medicine,10.1016/j.prevetmed.2025.106558,10.1016/j.prevetmed.2025.106558,preventive veterinary medicine,2.8,2025,Exact journal-year,https://openalex.org/W4410384050,https://doi.org/10.1016/j.prevetmed.2025.106558,Integrating epidemiological and economic models to estimate the cost of simulated foot-and-mouth disease outbreaks in Brazil,2025,2025-05-15,article,3,Preventive Veterinary Medicine,0167-5877,Elsevier BV,FALSE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,U,NA,0,Island economies in the wake: shipping cost effects from carbon taxes,Resources Conservation and Recycling,10.1016/j.resconrec.2025.108325,10.1016/j.resconrec.2025.108325,resources conservation recycling,10.4,2025,Exact journal-year,https://openalex.org/W4409634153,https://doi.org/10.1016/j.resconrec.2025.108325,Island economies in the wake: Assessing increased shipping cost effects from carbon taxes on maritime trade,2025,2025-04-21,article,9,Resources Conservation and Recycling,0921-3449,Elsevier BV,FALSE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2021,JA,N,NA,0,"The Impacts of COVID-19 on GDP, food prices, and food security",Q Open,10.1093/qopen/qoab005,10.1093/qopen/qoab005,q open,2.3,2025,Nearest year (2025),https://openalex.org/W3146301825,https://doi.org/10.1093/qopen/qoab005,"The impacts of COVID-19 on GDP, food prices, and food security",2021,2021-01-01,article,51,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2021,JA,N,NA,0,Safeguard Measures and Fresh Produce Trade: U.S. Blueberry Imports,Q Open,10.1093/qopen/qoab018,10.1093/qopen/qoab018,q open,2.3,2025,Nearest year (2025),https://openalex.org/W3203835871,https://doi.org/10.1093/qopen/qoab018,Safeguard measures and fresh produce trade: The case of US blueberry imports,2021,2021-01-01,article,2,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2022,JA,Y,NA,0,Economic Assessment of Foot-and-Mouth Disease Outbreaks in Brazil,Q Open,10.1093/qopen/qoac028,10.1093/qopen/qoac028,q open,2.3,2025,Nearest year (2025),https://openalex.org/W4302760106,https://doi.org/10.1093/qopen/qoac028,Economic assessment of foot-and-mouth disease outbreaks in Brazil,2022,2022-01-01,article,15,Q Open,2633-9048,Oxford University Press,TRUE,FALSE,4,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2021,JA,N,NA,0,The Importance of Agriculture in the Economy: Impacts from COVID-19,American Journal of Agricultural Economics,10.1111/ajae.12212,10.1111/ajae.12212,american journal agricultural economics,4.2,2022,Nearest year (2022),https://openalex.org/W3130877874,https://doi.org/10.1111/ajae.12212,The Importance of Agriculture in the Economy: Impacts from <scp>COVID</scp>‐19,2021,2021-02-22,article,189,American Journal of Agricultural Economics,0002-9092,Wiley,TRUE,FALSE,2,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,Y,NA,0,Tariff Troubles: Repercussions of Protectionist Policies on U.S. Agriculture,The World Economy,10.1111/twec.13731,10.1111/twec.13731,world economy,NA,NA,No IF match,https://openalex.org/W4412138115,https://doi.org/10.1111/twec.13731,Tariff Troubles: Repercussions of Protectionist Policies on US Agriculture and the Trade Deficit,2025,2025-07-09,article,5,World Economy,0378-5920,Wiley,TRUE,FALSE,3,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,Economic effects of livestock disease burden in Ethiopia: a CGE analysis,PLOS ONE,10.1371/journal.pone.0310268,10.1371/journal.pone.0310268,plos one,2.6,2024,Exact journal-year,https://openalex.org/W4405940882,https://doi.org/10.1371/journal.pone.0310268,Economic effects of livestock disease burden in Ethiopia: A computable general equilibrium analysis,2024,2024-12-31,article,14,PLoS ONE,1932-6203,Public Library of Science,TRUE,FALSE,5,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2021,JA,Y,NA,0,Potential Impacts of Hard Infrastructure Development on Food and Agricultural Trade,Journal of Food Distribution Research,10.22004/ag.econ.317782,10.22004/ag.econ.317782,journal food distribution research,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,Economy-Wide Effects of Bovine Spongiform Encephalopathy in Brazil,Journal of Agricultural and Resource Economics,10.22004/ag.econ.342181,10.22004/ag.econ.342181,journal agricultural resource economics,1.4,2024,Exact journal-year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,U.S. Meat Export Potential in ASEAN,Choices,10.22004/ag.econ.344756,10.22004/ag.econ.344756,choices,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2024,JA,Y,NA,0,U.S. Soy Exports Could Crush it in ASEAN,Choices,10.22004/ag.econ.344758,10.22004/ag.econ.344758,choices,NA,NA,No IF match,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Countryman,Amanda,Ag and Food,2025,JA,Y,NA,0,Potential economy-wide impacts of an African swine fever outbreak in the United States,Frontiers in Veterinary Science,10.3389/fvets.2026.1752899,10.3389/fvets.2026.1752899,frontiers in veterinary science,3.1,2025,Exact journal-year,https://openalex.org/W7127067078,https://doi.org/10.3389/fvets.2026.1752899,Potential economy-wide impacts of an African swine fever outbreak in the United States,2026,2026-02-02,article,3,Frontiers in Veterinary Science,2297-1769,Frontiers Media,TRUE,FALSE,6,NA,NA,NA,TRUE,TRUE,Tenured/Tenure Track,Professor,TRUE,50,FALSE,0.5
Delay,Nathan,Ag and Food,2022,JA,N,NA,0,The Impact of Crop Insurance on Farm Financial Outcomes,Applied Economic Perspectives and Policy,10.1002/aepp.13223,10.1002/aepp.13223,applied economic perspectives policy,5.8,2022,Exact journal-year,https://openalex.org/W3018359190,https://doi.org/10.1002/aepp.13223,The impact of crop insurance on farm financial outcomes,2022,2022-01-03,article,2,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,4,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2023,JA,N,NA,0,The Economics of Property Rights in Digital Farming Data,Applied Economic Perspectives and Policy,10.1002/aepp.13340,10.1002/aepp.13340,applied economic perspectives policy,3.4,2024,Nearest year (2024),https://openalex.org/W4316653239,https://doi.org/10.1002/aepp.13340,The economics of property rights in digital farming data: Implications for farmland markets,2023,2023-01-16,article,10,Applied Economic Perspectives and Policy,2040-5790,Wiley,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2021,JA,N,NA,0,Understanding the Farm Data Lifecycle,Precision Agriculture,10.1007/s11119-021-09807-w,10.1007/s11119-021-09807-w,precision agriculture,5.767,2021,Exact journal-year,https://openalex.org/W3158856111,https://doi.org/10.1007/s11119-021-09807-w,"Understanding the farm data lifecycle: collection, use, and impact of farm data on U.S. commercial corn and soybean farms",2021,2021-04-24,article,19,Precision Agriculture,1385-2256,Springer Science+Business Media,TRUE,FALSE,3,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2025,JA,N,Hoag;Mooney;Ritten,1,The Economic Fundamentals of Virtual Fencing Compared to Traditional Fencing,Rangelands,10.1016/j.rala.2024.05.006,10.1016/j.rala.2024.05.006,rangelands,NA,NA,No IF match,https://openalex.org/W4407209665,https://doi.org/10.1016/j.rala.2024.05.006,The economic fundamentals of virtual fencing compared to traditional fencing,2025,2025-02-01,article,14,Rangelands,0190-0528,Elsevier BV,TRUE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2023,JA,Y,NA,0,Estimating US Farmers Speed of Climate Change Adaptation: Subsurface Tile Drainage,Agricultural Finance Review,10.1108/AFR-02-2023-0027,10.1108/afr-02-2023-0027,agricultural finance review,1.9,2024,Nearest year (2024),https://openalex.org/W4386790550,https://doi.org/10.1108/afr-02-2023-0027,Estimating US farmers' speed of climate change adaptation: the case of subsurface tile drainage,2023,2023-09-15,article,1,Agricultural Finance Review,0002-1466,Emerald Publishing Limited,FALSE,FALSE,2,NA,NA,NA,TRUE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
Delay,Nathan,Ag and Food,2021,JA,N,NA,0,LATTICE: Machine Learning Data Engineering and Policy for Digital Agriculture,IEEE Open Journal of the Computer Society,10.1109/OJCS.2021.3085846,10.1109/ojcs.2021.3085846,ieee open journal computer society,8.2,2024,Nearest year (2024),https://openalex.org/W3166708802,https://doi.org/10.1109/ojcs.2021.3085846,"Lattice: A Vision for Machine Learning, Data Engineering, and Policy Considerations for Digital Agriculture at Scale",2021,2021-01-01,article,33,IEEE Open Journal of the Computer Society,2644-1268,Institute of Electrical and Electronics Engineers,TRUE,FALSE,8,NA,NA,NA,FALSE,FALSE,Tenured/Tenure Track,Assistant Professor,TRUE,40,FALSE,0.4
