last,first,area,year,type,index_class,student_coauthor,dare_coauthors,dare_coauthors_names,title_short,venue,doi,source_file,openalex_work_id,openalex_type,type_mapping_rule,type_requires_review,extension_output,added_from_openalex,added_from_coauthor,author_match_rule,discovery_date,edge_2026,publication_key,affiliated_at_publication,affiliation_status
Thilmany,Dawn,Ag and Food,2022,JA,b,N,0,NA,Agritourism Extension in the United States,Applied Economics Teaching Resources,nodoi,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,titleyear:agritourism extension in the united states|2022,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Jablonski;Thilmany,Novel methods for an interesting time: US local food systems impacts and initiatives to respond to COVID,Australian Journal of Agricultural and Resource Economics,10.1111/1467-8489.12456,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/1467-8489.12456,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2021,JA,a,Y,1,Jablonski;Thilmany,Novel methods for an interesting time: US local food systems impacts and initiatives to respond to COVID,Australian Journal of Agricultural and Resource Economics,10.1111/1467-8489.12456,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/1467-8489.12456,1,Active CSU affiliation
Hoag,Dana,ENRE,2025,JA,a,N,1,Hoag;Ritten,Transdisciplinary research priorities for a One Health approach to human-wildlife coexistence,BioScience,10.1093/biosci/biaf026,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/biosci/biaf026,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,1,Hoag;Ritten,Transdisciplinary research priorities for a One Health approach to human-wildlife coexistence,BioScience,10.1093/biosci/biaf026,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1093/biosci/biaf026,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2023,JA,a,N,0,NA,Geographical Indications Prices and Marketing Margins,British Food Journal,10.1108/bfj-09-2021-1000,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1108/bfj-09-2021-1000,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,U,0,NA,Sociodemographic variations in indoor environmental quality and student performance,Building and Environment,10.1016/j.buildenv.2021.108390,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.buildenv.2021.108390,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2026,JA,a,NA,0,NA,Merging rigor and relevance in grazingland research: a comprehensive social-ecological monitoring approach,Carbon Balance and Management,10.1186/s13021-026-00431-7,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1186/s13021-026-00431-7,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2022,JA,b,Y,0,NA,Opportunities and Challenges Associated with Carbon Farming for US Row-Crop Producers,Choices,10.22004/ag.econ.329528,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.329528,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2024,JA,b,Y,0,NA,U.S. Meat Export Potential in ASEAN,Choices,10.22004/ag.econ.344756,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.344756,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2024,JA,b,Y,0,NA,U.S. Soy Exports Could Crush it in ASEAN,Choices,10.22004/ag.econ.344758,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.344758,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2024,JA,b,N,0,NA,Agricultural Producer Decision Making around Water Conservation in the Upper Colorado River Basin,Choices,10.22004/ag.econ.348009,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.348009,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2024,JA,b,N,0,NA,Grand Challenge: Safe Affordable Accessible and Acceptable Food,Choices,10.22004/ag.econ.348931,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.348931,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2024,JA,b,Y,0,NA,Consumer Spending on Plant-Based Meat Alternatives,Choices,10.22004/ag.econ.352133,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.352133,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2024,JA,b,N,0,NA,An Outlook on Evidence-Based Policymaking,Choices,nodoi,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,titleyear:an outlook on evidence based policymaking|2024,1,Active CSU affiliation
Kroll,Stephan,ENRE,2021,JA,a,N,0,NA,Does Solar Geoengineering Crowd Out Climate Change Mitigation Efforts,Climatic Change,10.1007/s10584-021-03009-z,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10584-021-03009-z,1,Active CSU affiliation
Goemans,Chris,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10584-022-03441-9,1,Active CSU affiliation
Manning,Dale,ENRE,2021,JA,a,N,1,Goemans;Manning;Suter,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10584-022-03441-9,1,Active CSU affiliation
Suter,Jordan,ENRE,2021,JA,a,U,1,Goemans;Manning;Suter,Changing climate changing minds? Effects of natural disasters on public perceptions,Climatic Change,10.1007/s10584-022-03441-9,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10584-022-03441-9,1,Active CSU affiliation
Kroll,Stephan,ENRE,2023,JA,a,N,0,NA,Climate Cooperation with Risky Solar Geoengineering,Climatic Change,10.1007/s10584-023-03612-2,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10584-023-03612-2,1,Active CSU affiliation
Hoag,Dana,ENRE,2026,JA,a,N,0,NA,Toward Coexistence: A Psychometric Framework for Large Carnivore Conservation.,Conservation Biology,10.1111/cobi.70326,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1111/cobi.70326,1,Active CSU affiliation
Seidl,Andrew,ENRE,2023,JA,a,N,0,NA,Essential planetary health workers: Positioning rangers within global policy,Conservation Letters,10.1111/conl.12955,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/conl.12955,1,Active CSU affiliation
Hoag,Dana,ENRE,2022,JA,a,N,0,NA,Rapid changes in public perception toward wolves,Conservation Science,10.1111/csp2.12632,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/csp2.12632,1,Active CSU affiliation
Seidl,Andrew,ENRE,2024,JA,a,N,0,NA,Cost-benefit analysis as a decision tool for conservation planning: Nyerere-Selous-Udzungwa Corridor,Conservation Science and Practice,10.1111/csp2.13273,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/csp2.13273,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2022,JA,a,N,1,Burkhardt;Manning,The Local Effects of Federal Law Enforcement Policies: Sanctuary Jurisdictions and Crime,Contemporary Economic Policy,10.1111/coep.12564,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/coep.12564,1,Active CSU affiliation
Manning,Dale,ENRE,2022,JA,a,N,1,Burkhardt;Manning,The Local Effects of Federal Law Enforcement Policies: Sanctuary Jurisdictions and Crime,Contemporary Economic Policy,10.1111/coep.12564,manningdale.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1111/coep.12564,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,Y,0,NA,Alfalfa Harvest Timing Impacts on Alfalfa Weevil with Agronomic and Economic Contexts,Crop Production,10.1016/j.cropro.2025.107134,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.cropro.2025.107134,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2023,JA,a,U,1,Bonanno;Cleary;Jablonski,The Influence of Food Assistance Program Participation on Home Food Environment,Current Developments in Nutrition,10.1016/j.cdnut.2023.100292,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.cdnut.2023.100292,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2023,JA,a,Y,1,Bonanno;Cleary;Jablonski,The Influence of Food Assistance Program Participation on Home Food Environment,Current Developments in Nutrition,10.1016/j.cdnut.2023.100292,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.cdnut.2023.100292,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2023,JA,a,U,1,Bonanno;Cleary;Jablonski,The Influence of Food Assistance Program Participation on Home Food Environment,Current Developments in Nutrition,10.1016/j.cdnut.2023.100292,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.cdnut.2023.100292,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2024,JA,a,U,1,Jablonski;Thilmany,Building Representative State Groupings in an Input-Output Model for Nutrition Incentive Programs,Economic Development Quarterly,10.1177/08912424241282425,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1177/08912424241282425,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2024,JA,a,N,1,Jablonski;Thilmany,Building Representative State Groupings in an Input-Output Model for Nutrition Incentive Programs,Economic Development Quarterly,10.1177/08912424241282425,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1177/08912424241282425,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,a,N,0,NA,Synergies and trade-offs between ecosystem services and economics in dryland cover crop systems,Ecosphere,10.1002/ecs2.70397,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1002/ecs2.70397,1,Active CSU affiliation
Seidl,Andrew,ENRE,2021,JA,a,N,0,NA,Finance for Nature: Bridging the blue-green investment gap,Ecosystem Services,10.1016/j.ecoser.2021.101351,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.ecoser.2021.101351,1,Active CSU affiliation
Seidl,Andrew,ENRE,2024,JA,a,N,0,NA,Investing in the wealth of nature through biodiversity and ecosystem services finance solutions,Ecosystem Services,10.1016/j.ecoser.2024.101601,seidlandrew.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.ecoser.2024.101601,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,a,N,0,NA,Estimating the Impact of Statewide Policies to Reduce Spread of SARS-CoV-2,Emerging Infectious Diseases,10.3201/eid2709.204167,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3201/eid2709.204167,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2022,JA,a,N,0,NA,Strategic Supermarket Pricing of Private Labels and Manufacturer Brands,Empirical Economics,10.1007/s00181-021-02123-2,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s00181-021-02123-2,1,Active CSU affiliation
Woerman,Matt,ENRE,2025,JA,a,N,0,NA,Intermittency and uncertainty in wind and solar energy: Impacts on the French electricity market,Energy Economics,10.1016/j.eneco.2024.108176,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.eneco.2024.108176,1,Active CSU affiliation
Woerman,Matt,ENRE,2025,JA,a,N,0,NA,Residential demand for energy in light of changing solar prices,Energy Economics,10.1016/j.eneco.2025.108351,woermanmatt.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.eneco.2025.108351,1,Active CSU affiliation
Suter,Jordan,ENRE,2022,JA,a,U,0,NA,Lottery Incentives and Resource Management: Evidence from AgDRIP,Environmental and Resource Economics,10.1007/s10640-022-00690-1,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10640-022-00690-1,1,Active CSU affiliation
Kroll,Stephan,ENRE,2024,JA,a,N,0,NA,Solar Geoengineering Free-Driving and Conflict: An Experimental Investigation,Environmental and Resource Economics,10.1007/s10640-024-00854-1,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10640-024-00854-1,1,Active CSU affiliation
Kroll,Stephan,ENRE,2026,JA,a,NA,0,NA,Climate Intervention and Mitigation: Strategic Responses to Technological Advances in Solar Geoengineering,Environmental and Resource Economics,10.1007/s10640-026-01072-7,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1007/s10640-026-01072-7,1,Active CSU affiliation
Kroll,Stephan,ENRE,2023,JA,a,N,0,NA,Climate Cooperation in the Shadow of Solar Geoengineering: Moral Hazard Conjecture,Environmental Politics,10.1080/09644016.2022.2066285,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/09644016.2022.2066285,1,Active CSU affiliation
Ritten,John,Ag and Food,2024,JA,a,N,0,NA,Net Zero Initiative in US Beef and Dairy Systems,Environmental Research Communications,10.1088/2515-7620/ad82b5,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/2515-7620/ad82b5,1,Active CSU affiliation
Bayham,Jude,ENRE,2025,JA,a,U,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation
Goemans,Chris,ENRE,2025,JA,a,Y,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,goemanschris.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation
Suter,Jordan,ENRE,2025,JA,a,Y,1,Bayham;Goemans;Suter,Inland flooding in the United States: a review,Environmental Research Letters,10.1088/1748-9326/add35e,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/1748-9326/add35e,1,Active CSU affiliation
Bayham,Jude,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Outside in: indoor and outdoor particulate air quality during wildfire smoke events,Environmental Research: Health,10.1088/2752-5309/ac7d69,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/2752-5309/ac7d69,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2022,JA,a,N,1,Bayham;Burkhardt,Outside in: indoor and outdoor particulate air quality during wildfire smoke events,Environmental Research: Health,10.1088/2752-5309/ac7d69,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1088/2752-5309/ac7d69,1,Active CSU affiliation
Goemans,Chris,ENRE,2021,JA,a,U,1,Goemans;Kroll,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10683-020-09650-2,1,Active CSU affiliation
Kroll,Stephan,ENRE,2021,JA,a,N,1,Goemans;Kroll,Learning to Accept Welfare-Enhancing Policies: Congestion Pricing,Experimental Economics,10.1007/s10683-020-09650-2,krollstephan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s10683-020-09650-2,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2025,JA,b,U,0,NA,Addressing retail meat waste: a focus group study on discolored beef,Food and Humanity,10.1016/j.foohum.2025.100639,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foohum.2025.100639,1,Active CSU affiliation
Magnan,Nicholas,Ag and Food,2026,JA,a,Y,0,NA,Fungal ecology and postharvest factors driving aflatoxin contamination in Ghanaian groundnuts,Food Control,10.1016/j.foodcont.2025.111582,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1016/j.foodcont.2025.111582,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2021,JA,a,N,0,NA,Too Cool for Farm to School? Determinants of Farm to School Programming Continuation,Food Policy,10.1016/j.foodpol.2021.102045,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2021.102045,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2021,JA,a,N,1,Bonanno;Jablonski,Measuring stocks of community wealth and its association with food systems efforts,Food Policy,10.1016/j.foodpol.2021.102119,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2021.102119,1,Active CSU affiliation
Jablonski,Becca,Ag and Food,2021,JA,a,U,1,Bonanno;Jablonski,Measuring stocks of community wealth and its association with food systems efforts,Food Policy,10.1016/j.foodpol.2021.102119,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2021.102119,1,Active CSU affiliation
Suter,Jordan,ENRE,2024,JA,a,U,0,NA,Measuring changes in pork demand and welfare effects of African swine fever,Food Policy,10.1016/j.foodpol.2024.102672,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2024.102672,1,Active CSU affiliation
Thilmany,Dawn,Ag and Food,2024,JA,a,N,0,NA,A comment on USDA Food Business Centers: Collaborations to nurture innovation,Food Policy,10.1016/j.foodpol.2024.102727,thilmanydawn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2024.102727,1,Active CSU affiliation
Costanigro,Marco,Ag and Food,2025,JA,a,N,0,NA,The Information Value of Geographical Indications,Food Policy,10.1016/j.foodpol.2024.102769,costanigromarco.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2024.102769,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2025,JA,a,N,0,NA,Dollar-Store Impact on Local Labor Markets and Retail Activity,Food Policy,10.1016/j.foodpol.2025.102827,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2025.102827,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2025,JA,a,N,0,NA,A Review of Data Linkages for Policy-Informing Research in Food and Ag Economics,Food Policy,10.1016/j.foodpol.2025.102996,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.foodpol.2025.102996,1,Active CSU affiliation
Berning,Joshua,Ag and Food,2023,JA,a,N,1,Berning;Cleary,Food Insecurity Among Immigrant Populations in the United States,Food Security,10.1007/s12571-022-01322-8,berningjoshua.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s12571-022-01322-8,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2023,JA,a,N,1,Berning;Cleary,Food Insecurity Among Immigrant Populations in the United States,Food Security,10.1007/s12571-022-01322-8,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1007/s12571-022-01322-8,1,Active CSU affiliation
Hoag,Dana,ENRE,2024,JA,b,N,0,NA,Bilateral trade welfare impacts of India’s export ban of non-basmati rice using the Global Partial Equilibrium Simulation Model (GSIM),Foods,10.3390/foods13193124,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3390/foods13193124,1,Active CSU affiliation
Magnan,Nicholas,Ag and Food,2023,JA,a,Y,0,NA,A Spatial Dependent Approach to Assessing Impacts of Sustainable Forestry Initiative Certification,Forest Policy and Economics,10.1016/j.forpol.2023.103071,magnannicholas.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.forpol.2023.103071,1,Active CSU affiliation
Bayham,Jude,ENRE,2024,JA,a,N,0,NA,Retention of Highly Qualified Wildland Firefighters in the Western US,Forest Policy and Economics,10.1016/j.forpol.2023.103115,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.forpol.2023.103115,1,Active CSU affiliation
Van Sandt,Anders,Ag and Food,2025,JA,a,N,0,NA,Unwinding the Spiral of Silence in Rural America,Frontiers in Climate,10.3389/fclim.2025.1398452,vansandtanders.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3389/fclim.2025.1398452,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2025,JA,a,N,1,Delay;Ritten,Incorporating Virtual Fencing to Manage Yearling Steers on Extensive Rangelands,Frontiers in Veterinary Science,10.3389/fvets.2025.1637190,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3389/fvets.2025.1637190,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,1,Delay;Ritten,Incorporating Virtual Fencing to Manage Yearling Steers on Extensive Rangelands,Frontiers in Veterinary Science,10.3389/fvets.2025.1637190,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3389/fvets.2025.1637190,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2025,JA,a,Y,0,NA,Potential economy-wide impacts of an African swine fever outbreak in the United States,Frontiers in Veterinary Science,10.3389/fvets.2026.1752899,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.3389/fvets.2026.1752899,1,Active CSU affiliation
Bayham,Jude,ENRE,2021,JA,b,N,0,NA,Time Reallocation and the Cost and Benefit of School Closures During an Epidemic,Frontiers of Economics in China,10.54605/fec20210204,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.54605/fec20210204,1,Active CSU affiliation
Bayham,Jude,ENRE,2022,JA,a,N,0,NA,The Unintended Benefits of the Conservation Reserve Program for Air Quality,GeoHealth,10.1029/2022gh000648,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1029/2022gh000648,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2026,JA,a,NA,0,NA,Soil Organic Carbon Improves Crop Yield and Yield Resilience,Global Change Biology,10.1111/gcb.70909,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,doi:10.1111/gcb.70909,1,Active CSU affiliation
Burkhardt,Jesse,ENRE,2023,JA,a,N,1,Burkhardt;Hoag,Willingness to pay for reintroducing wolves in a divided voting base,Global Ecology and Conservation,10.1016/j.gecco.2023.e02576,burkhardtjesse.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.gecco.2023.e02576,1,Active CSU affiliation
Hoag,Dana,ENRE,2023,JA,a,N,1,Burkhardt;Hoag,Willingness to pay for reintroducing wolves in a divided voting base,Global Ecology and Conservation,10.1016/j.gecco.2023.e02576,hoagdana.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.gecco.2023.e02576,1,Active CSU affiliation
Ritten,John,Ag and Food,2025,JA,a,N,0,NA,Context is Key to Understand and Improve Livestock Production Systems,Global Food Security,10.1016/j.gfs.2025.100840,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.gfs.2025.100840,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2024,JA,b,N,0,NA,Creating Engagements: Bringing the user into Data Democratization,Harvard Data Science Review,10.1162/99608f92.24c26aa9,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1162/99608f92.24c26aa9,1,Active CSU affiliation
Berning,Joshua,Ag and Food,2021,JA,b,N,0,NA,GMO Turfgrass Introduction to the Market,HortScience,10.21273/hortsci15871-21,berningjoshua.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.21273/hortsci15871-21,1,Active CSU affiliation
Hoag,Dana,ENRE,2025,JA,a,N,0,NA,US livestock producer interest in alternatives to compensation programs for wolf depredation,Human Dimensions of Wildlife,10.1080/10871209.2024.2414880,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1080/10871209.2024.2414880,1,Active CSU affiliation
Delay,Nathan,Ag and Food,2021,JA,a,N,0,NA,LATTICE: Machine Learning Data Engineering and Policy for Digital Agriculture,IEEE Open Journal of the Computer Society,10.1109/OJCS.2021.3085846,delaynathan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1109/ojcs.2021.3085846,1,Active CSU affiliation
Bayham,Jude,ENRE,2022,JA,a,N,0,NA,Model-Based Evaluation of Policy Impacts and COVID-19 Risk at Long Term Care Facilities,Infectious Disease Modelling,10.1016/j.idm.2022.07.003,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.idm.2022.07.003,1,Active CSU affiliation
Chenarides,Lauren,Ag and Food,2025,JA,a,N,0,NA,Machine learning in applied economics and agribusiness,International Food and Agribusiness Management Review,10.22434/ifamr.0001,chenarideslauren.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22434/ifamr.0001,1,Active CSU affiliation
Cleary,Rebecca,Ag and Food,2022,JA,a,N,0,NA,Facility Locations in the Fresh Produce Supply Chain,International Journal of Production Economics,10.1016/j.ijpe.2022.108534,clearyrebecca.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1016/j.ijpe.2022.108534,1,Active CSU affiliation
Ritten,John,Ag and Food,2023,JA,a,Y,0,NA,A ranching economic analysis of ventenata control in northeast Wyoming,Invasive Plant Science and Management,10.1017/inp.2023.8,rittenjohn.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.1017/inp.2023.8,1,Active CSU affiliation
Hoag,Dana,ENRE,2026,JA,b,N,0,NA,Stochastic Risk and Economic Analyses of Hydroponic Systems for Vegetable Production under Arid Lands Conditions,J. Agricultural and Environmental Information Systems,nodoi,Google Scholar,NA,NA,NA,0,0,0,0,NA,NA,1,titleyear:stochastic risk and economic analyses of hydroponic systems |2026,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2025,JA,b,N,0,NA,Hemp Farming and Credit Access in the United States,Journal of Agribusiness,10.22004/ag.econ.387628,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.387628,1,Active CSU affiliation
Mooney,Daniel,Ag and Food,2023,JA,a,Y,0,NA,Comparative Profitability of Irrigated Cropping Activities for Temporary Water Transfers,Journal of Agricultural and Resource Economics,10.22004/ag.econ.320671,mooneydaniel.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.320671,1,Active CSU affiliation
Bonanno,Alessandro,Ag and Food,2023,JA,a,N,0,NA,I say Milk you say Mylk: Demand separability and substitution in a broadened milk category,Journal of Agricultural and Resource Economics,10.22004/ag.econ.320675,bonannoalessandrocv.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.320675,1,Active CSU affiliation
Bayham,Jude,ENRE,2023,JA,a,N,1,Bayham;Suter,Reductions in National Forest Campground Reservation Demand from Wildfire,Journal of Agricultural and Resource Economics,10.22004/ag.econ.322851,bayhamjude.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.322851,1,Active CSU affiliation
Suter,Jordan,ENRE,2023,JA,a,N,1,Bayham;Suter,Reductions in National Forest Campground Reservation Demand from Wildfire,Journal of Agricultural and Resource Economics,10.22004/ag.econ.322851,suterjordan.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.322851,1,Active CSU affiliation
Countryman,Amanda,Ag and Food,2024,JA,a,Y,0,NA,Economy-Wide Effects of Bovine Spongiform Encephalopathy in Brazil,Journal of Agricultural and Resource Economics,10.22004/ag.econ.342181,countrymanamanda.txt,NA,NA,NA,0,0,0,0,NA,NA,0,doi:10.22004/ag.econ.342181,1,Active CSU affiliation
